Unnamed: 0,Name,Location,Manufacture_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Mileage_num,Engine_num,Power_num,Fuel_Diesel,Fuel_Electric,Fuel_Petrol,Trans_Automatic,Trans_Manual,Car_Age
1044,Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,25.0,18.25,1968.0,187.74,True,False,False,True,False,10
1045,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.88,18.9,1197.0,82.0,False,False,True,False,True,9
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,13.5,12.99,2494.0,100.6,True,False,False,False,True,10
1047,Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,4.6,18.5,1197.0,80.0,False,False,True,False,True,10
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,12.41,14.8,1497.0,121.36,False,False,True,True,False,7
1054,Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5.0,4.5,14.4,1396.0,65.0,False,False,True,False,True,8
1056,Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,7.94,25.1,1248.0,88.5,True,False,False,False,True,9
1061,Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7.0,12.0,16.0,1997.0,140.0,True,False,False,False,True,8
1065,Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.5,11.36,2755.0,171.5,True,False,False,True,False,9
1071,Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,4.55,25.83,1498.0,99.0,True,False,False,False,True,8
1072,Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,7.0,25.47,1248.0,88.5,True,False,False,False,True,9
1074,Honda City 1.5 V AT Sunroof,Kochi,2016,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,8.73,16.8,1497.0,116.3,False,False,True,True,False,9
1076,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,29.5,10.91,3198.0,197.0,True,False,False,True,False,9
1077,Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.49,24.3,1248.0,88.5,True,False,False,False,True,6
1078,Porsche Boxster S tiptronic,Kolkata,2015,10512,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,2.0,64.0,8.6,2706.0,265.0,False,False,True,True,False,10
1079,Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7.55,22.9,1248.0,74.0,True,False,False,False,True,9
1083,Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,7.35,21.43,1364.0,87.2,True,False,False,False,True,10
1084,Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,4.7,17.0,1198.0,73.75,False,False,True,False,True,8
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,8.77,15.29,1591.0,121.3,False,False,True,False,True,9
1087,Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,2.5,18.6,1199.0,76.8,False,False,True,False,True,10
1094,Maruti Vitara Brezza VDi,Kolkata,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,6.5,24.3,1248.0,88.5,True,False,False,False,True,8
1103,Tata Hexa XT,Delhi,2017,55000,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,12.0,17.6,2179.0,153.86,True,False,False,False,True,8
1104,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,38.94,12.07,2967.0,241.4,True,False,False,True,False,10
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,6.45,17.01,1591.0,121.3,False,False,True,False,True,9
1110,Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.88,23.84,1199.0,84.0,False,False,True,False,True,7
1113,Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,51.35,12.6,1950.0,191.34,False,False,True,True,False,7
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,6.85,22.54,1396.0,88.73,True,False,False,False,True,9
1121,Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,5.75,17.8,1248.0,75.0,True,False,False,False,True,10
1122,Honda City i VTEC CVT VX,Kochi,2016,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,9.19,18.0,1497.0,117.3,False,False,True,True,False,9
1126,Honda City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,11.73,26.0,1498.0,98.6,True,False,False,False,True,7
1129,Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,8.7,24.52,1248.0,88.5,True,False,False,False,True,7
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5.04,24.0,1120.0,70.0,True,False,False,False,True,9
1131,Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,8.5,28.09,1248.0,88.5,True,False,False,False,True,8
1133,Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,5.65,20.5,1248.0,91.72,True,False,False,False,True,10
1138,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,44.0,14.69,2993.0,258.0,True,False,False,True,False,10
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,5.0,18.9,1197.0,81.86,False,False,True,False,True,8
1140,Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19.75,11.36,2755.0,171.5,True,False,False,True,False,9
1141,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,11.44,19.6,1461.0,108.45,True,False,False,True,False,8
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5.0,30.42,12.3,1796.0,185.0,False,False,True,False,True,9
1146,Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,3.5,15.96,2523.0,62.1,True,False,False,False,True,9
1147,Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10.46,24.3,1248.0,88.5,True,False,False,False,True,7
1149,Honda Amaze S Petrol,Kochi,2016,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,5.68,19.5,1199.0,88.76,False,False,True,False,True,9
1150,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,13.25,13.7,1798.0,157.75,False,False,True,True,False,10
1155,Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,4.75,16.1,1197.0,85.0,False,False,True,False,True,9
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,5.98,18.9,1197.0,81.86,False,False,True,False,True,8
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,4.77,18.9,1197.0,81.86,False,False,True,False,True,7
1160,Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,5.45,21.4,1197.0,83.1,False,False,True,False,True,9
1161,Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3 kmpl,1199 CC,84 bhp,5.0,6.85,20.3,1199.0,84.0,False,False,True,True,False,7
1162,Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.3,26.59,1248.0,74.0,True,False,False,True,False,9
1164,Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,8.25,22.7,1598.0,118.0,True,False,False,False,True,10
1166,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,3.6,19.1,1197.0,82.0,False,False,True,False,True,9
1172,Maruti Swift ZDi,Hyderabad,2015,58000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,5.95,25.2,1248.0,74.0,True,False,False,False,True,10
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,11.37,16.05,1499.0,110.4,False,False,True,True,False,8
1179,Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.5,18.6,1197.0,81.83,False,False,True,False,True,7
1186,Maruti Swift VDI BSIV,Jaipur,2016,41460,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,5.9,25.2,1248.0,74.0,True,False,False,False,True,9
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,7.2,17.0,1591.0,121.3,False,False,True,True,False,10
1191,Toyota Etios GD SP,Coimbatore,2016,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,6.55,23.59,1364.0,67.04,True,False,False,False,True,9
1192,Volvo S60 D4 Momentum,Hyderabad,2015,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5.0,25.0,27.03,1969.0,190.0,True,False,False,True,False,10
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5.0,69.5,13.0,2987.0,265.0,True,False,False,True,False,8
1197,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,20.4,13.68,2393.0,147.8,True,False,False,False,True,8
1206,Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,7.75,20.77,1248.0,88.76,True,False,False,False,True,9
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,13.9,12.99,2494.0,100.6,True,False,False,False,True,9
1209,Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,38.0,12.07,2967.0,241.4,True,False,False,True,False,10
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5.0,11.6,17.1,1591.0,121.4,False,False,True,True,False,8
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5.0,12.25,21.5,1498.0,108.5,True,False,False,True,False,8
1214,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,6.4,18.7,1199.0,88.7,False,False,True,False,True,9
1226,Toyota Corolla Altis 1.8 VL CVT,Delhi,2017,21000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,18.0,14.28,1798.0,138.03,False,False,True,True,False,8
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,4.0,24.4,1120.0,71.0,True,False,False,False,True,9
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Kochi,2017,36884,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,32.25,13.0,2143.0,204.0,True,False,False,True,False,8
1235,Toyota Corolla Altis VL AT,Mumbai,2015,68000,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5.0,9.75,14.28,1798.0,138.03,False,False,True,True,False,10
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,14.82,19.67,1582.0,126.2,True,False,False,False,True,8
1242,Jaguar XE 2.0L Diesel Prestige,Delhi,2018,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5.0,40.0,13.6,1999.0,177.0,True,False,False,True,False,7
1243,Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,6.15,14.95,2489.0,93.7,True,False,False,False,True,9
1245,Toyota Camry 2.5 Hybrid,Pune,2018,17585,Petrol,Automatic,First,19.16 kmpl,2494 CC,157.7 bhp,5.0,32.0,19.16,2494.0,157.7,False,False,True,True,False,7
1246,Audi Q5 3.0 TDI Quattro,Coimbatore,2018,32496,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,45.62,13.22,2967.0,241.4,True,False,False,True,False,7
1247,Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,6.24,28.4,1248.0,74.0,True,False,False,False,True,8
1248,Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,4.8,20.77,1248.0,88.76,True,False,False,False,True,10
1250,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3.87,20.36,1197.0,78.9,False,False,True,False,True,10
1252,Maruti Baleno Sigma 1.2,Kochi,2018,23714,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,6.57,21.4,1197.0,83.1,False,False,True,False,True,7
1255,Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,6.95,22.9,1248.0,74.0,True,False,False,False,True,9
1260,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,51944,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,32.5,19.27,2143.0,170.0,True,False,False,True,False,9
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,6.45,21.27,1396.0,88.76,True,False,False,False,True,10
1262,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2015,23000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,15.75,19.3,1968.0,141.0,True,False,False,True,False,10
1264,Toyota Fortuner 4x2 AT,Kochi,2015,51535,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,19.03,12.55,2982.0,168.5,True,False,False,True,False,10
1270,Honda City i-VTEC CVT VX,Kochi,2018,22974,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,11.97,18.0,1497.0,117.3,False,False,True,True,False,7
1272,Toyota Fortuner 2.8 2WD MT,Ahmedabad,2015,65012,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,18.9,14.24,2755.0,174.5,True,False,False,False,True,10
1273,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5.4,18.9,1197.0,82.0,False,False,True,False,True,8
1274,Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,2.95,15.1,1196.0,73.0,False,False,True,False,True,10
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,5.99,24.0,1120.0,70.0,True,False,False,False,True,7
1289,Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,6.9,25.1,1498.0,98.6,True,False,False,False,True,10
1291,Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,2015,57854,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,12.5,12.99,2494.0,100.6,True,False,False,False,True,10
1292,Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,9.2,19.12,1373.0,91.1,False,False,True,True,False,8
1293,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,4.9,18.9,1197.0,82.0,False,False,True,True,False,10
1298,Maruti Swift Lxi BSIII,Jaipur,2015,78000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,4.5,16.1,1298.0,88.2,False,False,True,False,True,10
1301,Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,5.25,28.4,1248.0,74.0,True,False,False,False,True,10
1305,BMW X1 M Sport sDrive 20d,Mumbai,2016,31000,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5.0,29.5,17.05,1995.0,190.0,True,False,False,True,False,9
1307,Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,2.9,17.0,1405.0,70.0,True,False,False,False,True,10
1324,Maruti Ignis 1.2 Delta,Coimbatore,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.06,20.89,1197.0,81.8,False,False,True,False,True,6
1327,Maruti Swift 1.3 ZXI,Hyderabad,2015,50295,Petrol,Manual,First,16.1 kmpl,1197 CC,74 bhp,5.0,5.8,16.1,1197.0,74.0,False,False,True,False,True,10
1330,Mahindra XUV500 W6 2WD,Coimbatore,2016,62946,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,11.05,15.1,2179.0,140.0,True,False,False,False,True,9
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,4.83,22.54,1396.0,88.73,True,False,False,False,True,10
1335,Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,2017,24000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,8.75,14.3,1598.0,103.52,False,False,True,True,False,8
1336,Audi Q7 45 TDI Quattro Technology,Mumbai,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,67.0,14.75,2967.0,245.0,True,False,False,True,False,9
1337,Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,8.4,17.4,1497.0,117.3,False,False,True,False,True,9
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,4.99,19.1,1197.0,82.0,False,False,True,False,True,9
1339,Honda City i DTec E,Coimbatore,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,8.18,26.0,1498.0,98.6,True,False,False,False,True,9
1341,Maruti Ciaz ZDi Plus SHVS,Jaipur,2015,40500,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,7.1,28.09,1248.0,88.5,True,False,False,False,True,10
1342,Maruti Swift Dzire VDI Optional,Pune,2016,23000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,7.05,26.59,1248.0,74.0,True,False,False,False,True,9
1343,Honda CR-V 2.4L 4WD AT,Pune,2015,63050,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5.0,17.5,11.1,2354.0,158.8,False,False,True,True,False,10
1349,BMW 3 Series 320d Sport Line,Hyderabad,2015,10000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,30.0,18.88,1995.0,184.0,True,False,False,True,False,10
1351,Maruti Ciaz VXi Plus,Kochi,2015,44620,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,6.93,20.73,1373.0,91.1,False,False,True,False,True,10
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.55,18.9,1197.0,81.86,False,False,True,True,False,7
1364,Honda Mobilio S i DTEC,Kolkata,2015,50000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,4.7,24.2,1498.0,98.6,True,False,False,False,True,10
1367,Honda City i VTEC CVT VX,Kochi,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,9.1,18.0,1497.0,117.3,False,False,True,True,False,9
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.17,18.9,1197.0,81.86,False,False,True,False,True,6
1370,Nissan Micra XL,Kolkata,2016,31001,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5.0,3.0,18.44,1198.0,75.0,False,False,True,False,True,9
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,10.75,15.29,1591.0,121.3,False,False,True,False,True,8
1375,Honda City 1.5 S AT,Bangalore,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,9.45,16.8,1497.0,118.0,False,False,True,True,False,9
1376,Maruti Baleno Alpha 1.3,Delhi,2016,46000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,6.75,27.39,1248.0,74.0,True,False,False,False,True,9
1377,Honda City i DTec V,Coimbatore,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,7.75,26.0,1498.0,98.6,True,False,False,False,True,8
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5.0,42.0,13.0,2987.0,265.0,True,False,False,True,False,10
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,11.5,19.6,1461.0,108.45,True,False,False,True,False,9
1384,Maruti Ritz LXi,Mumbai,2016,62000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,3.2,18.5,1197.0,85.8,False,False,True,False,True,9
1386,BMW 5 Series 520d Sport Line,Kochi,2019,18373,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5.0,45.86,22.48,1995.0,187.74,True,False,False,True,False,6
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,5.1,16.47,1198.0,74.0,False,False,True,False,True,9
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,5.67,20.45,1461.0,83.8,True,False,False,False,True,10
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.2,18.9,1197.0,81.86,False,False,True,True,False,7
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7.0,43.78,15.97,2993.0,258.0,True,False,False,True,False,9
1398,Honda City V MT Exclusive,Kochi,2019,5377,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,11.45,16.8,1497.0,116.3,False,False,True,False,True,6
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,7.48,22.7,1498.0,89.84,True,False,False,False,True,10
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,6.0,22.77,1498.0,98.59,True,False,False,False,True,8
1407,Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,15.49,11.36,2755.0,171.5,True,False,False,True,False,9
1409,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,4.75,23.4,1248.0,74.0,True,False,False,False,True,8
1412,Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,4.0,17.57,1193.0,88.7,False,False,True,False,True,9
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,5.5,26.59,1248.0,74.0,True,False,False,False,True,10
1417,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.22,18.6,1197.0,81.83,False,False,True,False,True,8
1420,Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,50000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,25.0,17.9,2143.0,136.0,True,False,False,True,False,8
